-15	820	184	11	11.00	0.00
-10	820	184	18	18.00	0.00
-5	820	184	92	92.00	0.00
0	820	184	92	92.00	0.00
5	820	184	13	13.00	0.00
10	820	184	10	10.00	0.00
15	820	184	9	9.00	0.00
-15	820	185	10	10.00	0.00
-10	820	185	21	21.00	0.00
-5	820	185	155	155.00	0.00
0	820	185	173	173.00	0.00
5	820	185	35	35.00	0.00
10	820	185	8	8.00	0.00
15	820	185	12	12.00	0.00
-15	820	186	16	16.00	0.00
-10	820	186	23	23.00	0.00
-5	820	186	217	217.00	0.00
0	820	186	222	222.00	0.00
5	820	186	49	49.00	0.00
10	820	186	10	10.00	0.00
15	820	186	17	17.00	0.00
-15	820	187	16	16.00	0.00
-10	820	187	29	29.00	0.00
-5	820	187	263	263.00	0.00
0	820	187	345	345.00	0.00
5	820	187	42	42.00	0.00
10	820	187	16	16.00	0.00
15	820	187	17	17.00	0.00
-15	820	188	9	9.00	0.00
-10	820	188	41	41.00	0.00
-5	820	188	232	232.00	0.00
0	820	188	313	313.00	0.00
5	820	188	46	46.00	0.00
10	820	188	9	9.00	0.00
15	820	188	9	9.00	0.00
-15	795	182	7	7.00	0.00
-10	795	182	35	35.00	0.00
-5	795	182	221	221.00	0.00
0	795	182	192	192.00	0.00
5	795	182	25	25.00	0.00
10	795	182	6	6.00	0.00
15	795	182	11	11.00	0.00
-15	795	183	10	10.00	0.00
-10	795	183	38	38.00	0.00
-5	795	183	248	248.00	0.00
0	795	183	183	183.00	0.00
5	795	183	36	36.00	0.00
10	795	183	14	14.00	0.00
15	795	183	7	7.00	0.00
-15	795	184	9	9.00	0.00
-10	795	184	30	30.00	0.00
-5	795	184	157	157.00	0.00
0	795	184	190	190.00	0.00
5	795	184	21	21.00	0.00
10	795	184	6	6.00	0.00
15	795	184	16	16.00	0.00
-15	795	185	10	10.00	0.00
-10	795	185	29	29.00	0.00
-5	795	185	166	166.00	0.00
0	795	185	138	138.00	0.00
5	795	185	20	20.00	0.00
10	795	185	5	5.00	0.00
15	795	185	11	11.00	0.00
-15	795	186	6	6.00	0.00
-10	795	186	26	26.00	0.00
-5	795	186	122	122.00	0.00
0	795	186	119	119.00	0.00
5	795	186	15	15.00	0.00
10	795	186	7	7.00	0.00
15	795	186	8	8.00	0.00
-15	795	187	13	13.00	0.00
-10	795	187	23	23.00	0.00
-5	795	187	93	93.00	0.00
0	795	187	84	84.00	0.00
5	795	187	25	25.00	0.00
10	795	187	17	17.00	0.00
15	795	187	5	5.00	0.00
-15	795	188	11	11.00	0.00
-10	795	188	22	22.00	0.00
-5	795	188	61	61.00	0.00
0	795	188	42	42.00	0.00
5	795	188	17	17.00	0.00
10	795	188	14	14.00	0.00
15	795	188	9	9.00	0.00
-15	800	182	10	10.00	0.00
-10	800	182	41	41.00	0.00
-5	800	182	216	216.00	0.00
0	800	182	186	186.00	0.00
5	800	182	39	39.00	0.00
10	800	182	14	14.00	0.00
15	800	182	9	9.00	0.00
-15	800	183	22	22.00	0.00
-10	800	183	38	38.00	0.00
-5	800	183	317	317.00	0.00
0	800	183	252	252.00	0.00
5	800	183	45	45.00	0.00
10	800	183	10	10.00	0.00
15	800	183	10	10.00	0.00
-15	800	184	10	10.00	0.00
-10	800	184	62	62.00	0.00
-5	800	184	293	293.00	0.00
0	800	184	286	286.00	0.00
5	800	184	43	43.00	0.00
10	800	184	8	8.00	0.00
15	800	184	25	25.00	0.00
-15	800	185	14	14.00	0.00
-10	800	185	59	59.00	0.00
-5	800	185	286	286.00	0.00
0	800	185	250	250.00	0.00
5	800	185	44	44.00	0.00
10	800	185	4	4.00	0.00
15	800	185	10	10.00	0.00
-15	800	186	11	11.00	0.00
-10	800	186	37	37.00	0.00
-5	800	186	224	224.00	0.00
0	800	186	210	210.00	0.00
5	800	186	32	32.00	0.00
10	800	186	13	13.00	0.00
15	800	186	14	14.00	0.00
-15	800	187	11	11.00	0.00
-10	800	187	42	42.00	0.00
-5	800	187	154	154.00	0.00
0	800	187	177	177.00	0.00
