3248	7	7.00	0.00
3252	10	10.00	0.00
3257	11	11.00	0.00
3261	13	13.00	0.00
3266	14	14.00	0.00
3270	14	14.00	0.00
3275	51	51.00	0.00
3279	68	68.00	0.00
3283	19	19.00	0.00
3288	11	11.00	0.00
3292	12	12.00	0.00
3297	5	5.00	0.00
3301	10	10.00	0.00
3306	12	12.00	0.00
3310	9	9.00	0.00
3269	9	9.00	0.00
3270	17	17.00	0.00
3272	20	20.00	0.00
3274	45	45.00	0.00
3276	62	62.00	0.00
3277	70	70.00	0.00
3279	61	61.00	0.00
3281	47	47.00	0.00
3283	16	16.00	0.00
3284	11	11.00	0.00
3286	12	12.00	0.00
3288	7	7.00	0.00
3289	16	16.00	0.00
