4087	8	8.00	0.00
4108	11	11.00	0.00
4128	7	7.00	0.00
4149	16	16.00	0.00
4170	14	14.00	0.00
4191	64	64.00	0.00
4212	128	128.00	0.00
4233	92	92.00	0.00
4254	20	20.00	0.00
4274	6	6.00	0.00
4295	11	11.00	0.00
4316	13	13.00	0.00
4337	10	10.00	0.00
4358	16	16.00	0.00
4379	12	12.00	0.00
4196	65	65.00	0.00
4204	113	113.00	0.00
4211	134	134.00	0.00
4218	133	133.00	0.00
4225	116	116.00	0.00
4233	93	93.00	0.00
4240	78	78.00	0.00
4184	33	33.00	0.00
4192	48	48.00	0.00
4200	80	80.00	0.00
4208	102	102.00	0.00
4217	149	149.00	0.00
4225	98	98.00	0.00
4233	99	99.00	0.00
4241	59	59.00	0.00
4249	20	20.00	0.00
4257	16	16.00	0.00
4265	16	16.00	0.00
4273	7	7.00	0.00
4281	12	12.00	0.00
