-60.00	12	12.00	0.00
-51.43	6	6.00	0.00
-42.86	11	11.00	0.00
-34.29	15	15.00	0.00
-25.71	17	17.00	0.00
-17.14	38	38.00	0.00
-8.57	232	232.00	0.00
0.00	288	288.00	0.00
8.57	56	56.00	0.00
17.14	10	10.00	0.00
25.71	5	5.00	0.00
34.29	9	9.00	0.00
42.86	7	7.00	0.00
51.43	11	11.00	0.00
60.00	6	6.00	0.00
-60.00	11	11.50	0.50
-51.43	13	9.50	3.50
-42.86	14	12.50	1.50
-34.29	14	14.50	0.50
-25.71	12	14.50	2.50
-17.14	27	32.50	5.50
-8.57	261	246.50	14.50
0.00	308	298.00	10.00
8.57	64	60.00	4.00
17.14	17	13.50	3.50
25.71	15	10.00	5.00
34.29	15	12.00	3.00
42.86	15	11.00	4.00
51.43	6	8.50	2.50
60.00	10	8.00	2.00
-60.00	14	12.33	0.88
-51.43	14	11.00	2.52
-42.86	15	13.33	1.20
-34.29	11	13.33	1.20
-25.71	9	12.67	2.33
-17.14	38	34.33	3.67
-8.57	264	252.33	10.20
0.00	306	300.67	6.36
8.57	84	68.00	8.33
17.14	18	15.00	2.52
25.71	10	10.00	2.89
34.29	9	11.00	2.00
42.86	12	11.33	2.33
51.43	20	12.33	4.10
60.00	14	10.00	2.31
