-60.00	10	10.00	0.00
-51.43	11	11.00	0.00
-42.86	10	10.00	0.00
-34.29	4	4.00	0.00
-25.71	14	14.00	0.00
-17.14	57	57.00	0.00
-8.57	261	261.00	0.00
0.00	305	305.00	0.00
8.57	81	81.00	0.00
17.14	15	15.00	0.00
25.71	19	19.00	0.00
34.29	9	9.00	0.00
42.86	9	9.00	0.00
51.43	7	7.00	0.00
60.00	10	10.00	0.00
-60.00	7	8.50	1.50
-51.43	12	11.50	0.50
-42.86	15	12.50	2.50
-34.29	13	8.50	4.50
-25.71	8	11.00	3.00
-17.14	49	53.00	4.00
-8.57	319	290.00	29.00
0.00	340	322.50	17.50
8.57	93	87.00	6.00
17.14	20	17.50	2.50
25.71	8	13.50	5.50
34.29	17	13.00	4.00
42.86	13	11.00	2.00
51.43	11	9.00	2.00
60.00	9	9.50	0.50
-60.00	12	9.67	1.45
-51.43	17	13.33	1.86
-42.86	20	15.00	2.89
-34.29	10	9.00	2.65
-25.71	15	12.33	2.19
-17.14	34	46.67	6.74
-8.57	306	295.33	17.57
0.00	335	326.67	10.93
8.57	101	91.67	5.81
17.14	20	18.33	1.67
25.71	7	11.33	3.84
34.29	17	14.33	2.67
42.86	10	10.67	1.20
51.43	18	12.00	3.21
60.00	6	8.33	1.20
