-300.00	15	15.00	0.00
-257.14	24	24.00	0.00
-214.29	10	10.00	0.00
-171.43	10	10.00	0.00
-128.57	17	17.00	0.00
-85.71	10	10.00	0.00
-42.86	7	7.00	0.00
0.00	10	10.00	0.00
42.86	14	14.00	0.00
85.71	15	15.00	0.00
128.57	13	13.00	0.00
171.43	10	10.00	0.00
214.29	8	8.00	0.00
257.14	17	17.00	0.00
300.00	10	10.00	0.00
-300.00	17	16.00	1.00
-257.14	11	17.50	6.50
-214.29	19	14.50	4.50
-171.43	13	11.50	1.50
-128.57	16	16.50	0.50
-85.71	11	10.50	0.50
-42.86	9	8.00	1.00
0.00	10	10.00	0.00
42.86	11	12.50	1.50
85.71	8	11.50	3.50
128.57	12	12.50	0.50
171.43	8	9.00	1.00
214.29	7	7.50	0.50
257.14	14	15.50	1.50
300.00	9	9.50	0.50
-300.00	21	17.67	1.76
-257.14	11	15.33	4.33
-214.29	13	14.00	2.65
-171.43	18	13.67	2.33
-128.57	13	15.33	1.20
-85.71	8	9.67	0.88
-42.86	12	9.33	1.45
0.00	11	10.33	0.33
42.86	7	10.67	2.03
85.71	16	13.00	2.52
128.57	8	11.00	1.53
171.43	6	8.00	1.15
214.29	4	6.33	1.20
257.14	8	13.00	2.65
300.00	9	9.33	0.33
-300.00	20	18.25	1.38
-257.14	17	15.75	3.09
-214.29	15	14.25	1.89
-171.43	17	14.50	1.85
-128.57	8	13.50	2.02
-85.71	10	9.75	0.63
-42.86	13	10.25	1.38
0.00	7	9.50	0.87
42.86	11	10.75	1.44
85.71	14	13.25	1.80
128.57	14	11.75	1.31
171.43	18	10.50	2.63
214.29	11	7.50	1.44
257.14	5	11.00	2.74
300.00	13	10.25	0.95
-300.00	20	18.60	1.12
-257.14	14	15.40	2.42
-214.29	12	13.80	1.53
-171.43	9	13.40	1.81
-128.57	14	13.60	1.57
-85.71	9	9.60	0.51
-42.86	13	10.80	1.20
0.00	13	10.20	0.97
42.86	8	10.20	1.24
85.71	16	13.80	1.50
128.57	14	12.20	1.11
171.43	11	10.60	2.04
214.29	8	7.60	1.12
257.14	11	11.00	2.12
300.00	5	9.20	1.28
-300.00	21	19.00	1.00
-257.14	25	17.00	2.54
-214.29	21	15.00	1.73
-171.43	8	12.50	1.73
-128.57	18	14.33	1.48
-85.71	12	10.00	0.58
-42.86	12	11.00	1.00
0.00	12	10.50	0.85
42.86	12	10.50	1.06
85.71	8	12.83	1.56
128.57	9	11.67	1.05
171.43	13	11.00	1.71
214.29	7	7.50	0.92
257.14	10	10.83	1.74
300.00	10	9.33	1.05
-300.00	20	19.14	0.86
-257.14	22	17.71	2.26
-214.29	9	14.14	1.70
-171.43	12	12.43	1.46
-128.57	8	13.43	1.54
-85.71	13	10.43	0.65
-42.86	8	10.57	0.95
0.00	13	10.86	0.80
42.86	17	11.43	1.29
85.71	8	12.14	1.49
128.57	11	11.57	0.90
171.43	12	11.14	1.45
214.29	13	8.29	1.11
257.14	18	11.86	1.79
300.00	14	10.00	1.11
