-300.00	24	24.00	0.00
-257.14	11	11.00	0.00
-214.29	10	10.00	0.00
-171.43	17	17.00	0.00
-128.57	13	13.00	0.00
-85.71	15	15.00	0.00
-42.86	11	11.00	0.00
0.00	11	11.00	0.00
42.86	16	16.00	0.00
85.71	12	12.00	0.00
128.57	9	9.00	0.00
171.43	11	11.00	0.00
214.29	14	14.00	0.00
257.14	13	13.00	0.00
300.00	13	13.00	0.00
-300.00	22	23.00	1.00
-257.14	10	10.50	0.50
-214.29	14	12.00	2.00
-171.43	6	11.50	5.50
-128.57	12	12.50	0.50
-85.71	20	17.50	2.50
-42.86	22	16.50	5.50
0.00	9	10.00	1.00
42.86	10	13.00	3.00
85.71	15	13.50	1.50
128.57	15	12.00	3.00
171.43	7	9.00	2.00
214.29	10	12.00	2.00
257.14	18	15.50	2.50
300.00	18	15.50	2.50
-300.00	11	19.00	4.04
-257.14	5	8.67	1.86
-214.29	18	14.00	2.31
-171.43	10	11.00	3.21
-128.57	13	12.67	0.33
-85.71	10	15.00	2.89
-42.86	14	15.67	3.28
0.00	15	11.67	1.76
42.86	10	12.00	2.00
85.71	15	14.00	1.00
128.57	15	13.00	2.00
171.43	10	9.33	1.20
214.29	9	11.00	1.53
257.14	17	16.00	1.53
300.00	13	14.67	1.67
-300.00	15	18.00	3.03
-257.14	18	11.00	2.68
-214.29	8	12.50	2.22
-171.43	9	10.50	2.33
-128.57	14	13.00	0.41
-85.71	11	14.00	2.27
-42.86	9	14.00	2.86
0.00	11	11.50	1.26
42.86	15	12.75	1.60
85.71	8	12.50	1.66
128.57	8	11.75	1.89
171.43	16	11.00	1.87
214.29	5	9.50	1.85
257.14	16	16.00	1.08
300.00	15	14.75	1.18
-300.00	15	17.40	2.42
-257.14	15	11.80	2.22
-214.29	7	11.40	2.04
-171.43	9	10.20	1.83
-128.57	17	13.80	0.86
-85.71	14	14.00	1.76
-42.86	10	13.20	2.35
0.00	12	11.60	0.98
42.86	13	12.80	1.24
85.71	20	14.00	1.97
128.57	9	11.20	1.56
171.43	7	10.20	1.66
214.29	11	9.80	1.46
257.14	13	15.40	1.03
300.00	17	15.20	1.02
-300.00	15	17.00	2.02
-257.14	7	11.00	1.98
-214.29	8	10.83	1.76
-171.43	18	11.50	1.98
-128.57	13	13.67	0.71
-85.71	12	13.67	1.48
-42.86	10	12.67	1.99
0.00	14	12.00	0.89
42.86	12	12.67	1.02
85.71	9	13.17	1.82
128.57	8	10.67	1.38
171.43	16	11.17	1.66
214.29	11	10.00	1.21
257.14	12	14.83	1.01
300.00	14	15.00	0.86
-300.00	11	16.14	1.91
-257.14	10	10.86	1.68
-214.29	15	11.43	1.60
-171.43	14	11.86	1.71
-128.57	11	13.29	0.71
-85.71	10	13.14	1.35
-42.86	6	11.71	1.94
0.00	16	12.57	0.95
42.86	16	13.14	0.99
85.71	6	12.14	1.84
128.57	10	10.57	1.17
171.43	7	10.57	1.53
214.29	11	10.14	1.03
257.14	7	13.71	1.41
300.00	7	13.86	1.35
