-300.00	15	15.00	0.00
-257.14	17	17.00	0.00
-214.29	11	11.00	0.00
-171.43	20	20.00	0.00
-128.57	26	26.00	0.00
-85.71	13	13.00	0.00
-42.86	14	14.00	0.00
0.00	11	11.00	0.00
42.86	14	14.00	0.00
85.71	16	16.00	0.00
128.57	9	9.00	0.00
171.43	27	27.00	0.00
214.29	18	18.00	0.00
257.14	14	14.00	0.00
300.00	13	13.00	0.00
-300.00	19	17.00	2.00
-257.14	14	15.50	1.50
-214.29	14	12.50	1.50
-171.43	17	18.50	1.50
-128.57	23	24.50	1.50
-85.71	15	14.00	1.00
-42.86	18	16.00	2.00
0.00	13	12.00	1.00
42.86	14	14.00	0.00
85.71	12	14.00	2.00
128.57	10	9.50	0.50
171.43	19	23.00	4.00
214.29	13	15.50	2.50
257.14	9	11.50	2.50
300.00	14	13.50	0.50
-300.00	28	20.67	3.84
-257.14	16	15.67	0.88
-214.29	14	13.00	1.00
-171.43	17	18.00	1.00
-128.57	13	20.67	3.93
-85.71	13	13.67	0.67
-42.86	10	14.00	2.31
0.00	16	13.33	1.45
42.86	13	13.67	0.33
85.71	12	13.33	1.33
128.57	8	9.00	0.58
171.43	5	17.00	6.43
214.29	14	15.00	1.53
257.14	5	9.33	2.60
300.00	13	13.33	0.33
-300.00	21	20.75	2.72
-257.14	13	15.00	0.91
-214.29	16	13.75	1.03
-171.43	4	14.50	3.57
-128.57	16	19.50	3.01
-85.71	20	15.25	1.65
-42.86	8	12.50	2.22
0.00	10	12.50	1.32
42.86	15	14.00	0.41
85.71	7	11.75	1.84
128.57	16	10.75	1.80
171.43	17	17.00	4.55
214.29	9	13.50	1.85
257.14	11	9.75	1.89
300.00	12	13.00	0.41
-300.00	15	19.60	2.40
-257.14	16	15.20	0.73
-214.29	15	14.00	0.84
-171.43	19	15.40	2.91
-128.57	13	18.20	2.67
-85.71	16	15.40	1.29
-42.86	16	13.20	1.85
0.00	22	14.40	2.16
42.86	11	13.40	0.68
85.71	11	11.60	1.44
128.57	8	10.20	1.50
171.43	13	16.20	3.61
214.29	14	13.60	1.44
257.14	9	9.60	1.47
300.00	8	12.00	1.05
-300.00	23	20.17	2.04
-257.14	18	15.67	0.76
-214.29	21	15.17	1.35
-171.43	13	15.00	2.41
-128.57	10	16.83	2.57
-85.71	19	16.00	1.21
-42.86	24	15.00	2.35
0.00	13	14.17	1.78
42.86	12	13.17	0.60
85.71	10	11.33	1.20
128.57	17	11.33	1.67
171.43	16	16.17	2.95
214.29	13	13.50	1.18
257.14	15	10.50	1.50
300.00	13	12.17	0.87
