-75.00	16	16.00	0.00
-64.29	29	29.00	0.00
-53.57	59	59.00	0.00
-42.86	77	77.00	0.00
-32.14	100	100.00	0.00
-21.43	134	134.00	0.00
-10.71	151	151.00	0.00
0.00	139	139.00	0.00
10.71	152	152.00	0.00
21.43	98	98.00	0.00
32.14	95	95.00	0.00
42.86	64	64.00	0.00
53.57	33	33.00	0.00
64.29	30	30.00	0.00
75.00	16	16.00	0.00
-75.00	17	16.50	0.50
-64.29	29	29.00	0.00
-53.57	61	60.00	1.00
-42.86	80	78.50	1.50
-32.14	112	106.00	6.00
-21.43	123	128.50	5.50
-10.71	159	155.00	4.00
0.00	126	132.50	6.50
10.71	132	142.00	10.00
21.43	104	101.00	3.00
32.14	67	81.00	14.00
42.86	68	66.00	2.00
53.57	52	42.50	9.50
64.29	25	27.50	2.50
75.00	16	16.00	0.00
