-60.00	13	13.00	0.00
-51.43	18	18.00	0.00
-42.86	6	6.00	0.00
-34.29	9	9.00	0.00
-25.71	9	9.00	0.00
-17.14	70	70.00	0.00
-8.57	318	318.00	0.00
0.00	310	310.00	0.00
8.57	88	88.00	0.00
17.14	11	11.00	0.00
25.71	8	8.00	0.00
34.29	12	12.00	0.00
42.86	4	4.00	0.00
51.43	9	9.00	0.00
60.00	14	14.00	0.00
-60.00	10	11.50	1.50
-51.43	13	15.50	2.50
-42.86	10	8.00	2.00
-34.29	9	9.00	0.00
-25.71	11	10.00	1.00
-17.14	71	70.50	0.50
-8.57	357	337.50	19.50
0.00	369	339.50	29.50
8.57	117	102.50	14.50
17.14	24	17.50	6.50
25.71	15	11.50	3.50
34.29	9	10.50	1.50
42.86	10	7.00	3.00
51.43	12	10.50	1.50
60.00	8	11.00	3.00
-60.00	11	11.33	0.88
-51.43	12	14.33	1.86
-42.86	10	8.67	1.33
-34.29	10	9.33	0.33
-25.71	13	11.00	1.15
-17.14	75	72.00	1.53
-8.57	323	332.67	12.25
0.00	320	333.00	18.23
8.57	116	107.00	9.50
17.14	22	19.00	4.04
25.71	14	12.33	2.19
34.29	11	10.67	0.88
42.86	15	9.67	3.18
51.43	11	10.67	0.88
60.00	9	10.33	1.86
