-60.00	22	22.00	0.00
-51.43	12	12.00	0.00
-42.86	13	13.00	0.00
-34.29	20	20.00	0.00
-25.71	20	20.00	0.00
-17.14	58	58.00	0.00
-8.57	48	48.00	0.00
0.00	56	56.00	0.00
8.57	50	50.00	0.00
17.14	39	39.00	0.00
25.71	34	34.00	0.00
34.29	32	32.00	0.00
42.86	17	17.00	0.00
51.43	13	13.00	0.00
60.00	9	9.00	0.00
-60.00	15	15.00	0.00
-51.43	17	17.00	0.00
-42.86	17	17.00	0.00
-34.29	17	17.00	0.00
-25.71	26	26.00	0.00
-17.14	47	47.00	0.00
-8.57	50	50.00	0.00
0.00	60	60.00	0.00
8.57	72	72.00	0.00
17.14	49	49.00	0.00
25.71	28	28.00	0.00
34.29	16	16.00	0.00
42.86	16	16.00	0.00
51.43	18	18.00	0.00
60.00	10	10.00	0.00
