-4.00	99	99.00	0.00
-3.43	183	183.00	0.00
-2.86	326	326.00	0.00
-2.29	595	595.00	0.00
-1.71	775	775.00	0.00
-1.14	1106	1106.00	0.00
-0.57	1308	1308.00	0.00
-0.00	1467	1467.00	0.00
0.57	1449	1449.00	0.00
1.14	1530	1530.00	0.00
1.71	1304	1304.00	0.00
2.29	1248	1248.00	0.00
2.86	1064	1064.00	0.00
3.43	820	820.00	0.00
4.00	576	576.00	0.00
0.00	1451	1451.00	0.00
0.57	1523	1523.00	0.00
1.14	1579	1579.00	0.00
1.71	1309	1309.00	0.00
2.29	1283	1283.00	0.00
2.86	1126	1126.00	0.00
3.43	826	826.00	0.00
4.00	601	601.00	0.00
4.57	324	324.00	0.00
5.14	98	98.00	0.00
5.71	16	16.00	0.00
6.29	14	14.00	0.00
6.86	16	16.00	0.00
7.43	14	14.00	0.00
8.00	12	12.00	0.00
